Time,Sensor1a,Amb_Temp,Sensor1b,Accel_X,Sensor1c,Accel_Y,Sensor1d,Accel_Z,Sensor2a,Volume,Sensor2b,Volume_%,Sensor3a,Batttery_V,Sensor3b,Batttery_Level_%,Sensor4a,Pressure,Sensor4b,Pressure_%,Sensor5a,Body_Temp_C,Sensor5b,Body_Temp_F,Sensor6a,Heart_rate,BPM,IBI
2023-04-11 19:10:56,Amb_Temperature,24.73,Accel_X,0.01,Accel_Y,-0.26,Accel_Z,10.11,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.46,Battery_Level_%,-169.45,Pressure,72.3,P_Capacity_%,55.48,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,87,766,526
2023-04-11 19:10:57,Amb_Temperature,24.71,Accel_X,0.02,Accel_Y,-0.26,Accel_Z,10.13,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.50,Battery_Level_%,-164.97,Pressure,73.3,P_Capacity_%,56.18,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,87,766,526
2023-04-11 19:10:58,Amb_Temperature,24.72,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.12,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.48,Battery_Level_%,-167.49,Pressure,69.6,P_Capacity_%,53.37,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,87,770,526
2023-04-11 19:10:59,Amb_Temperature,24.75,Accel_X,0.02,Accel_Y,-0.24,Accel_Z,10.12,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.47,Battery_Level_%,-168.31,Pressure,70.7,P_Capacity_%,54.21,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,87,764,527
2023-04-11 19:10:59,Amb_Temperature,24.72,Accel_X,0.02,Accel_Y,-0.25,Accel_Z,10.12,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.48,Battery_Level_%,-167.56,Pressure,70.5,P_Capacity_%,54.07,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,87,680,516
2023-04-11 19:11:00,Amb_Temperature,24.71,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.13,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.51,Battery_Level_%,-163.78,Pressure,69.2,P_Capacity_%,53.09,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,87,680,526
2023-04-11 19:11:01,Amb_Temperature,24.73,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.13,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.52,Battery_Level_%,-162.97,Pressure,73.6,P_Capacity_%,56.46,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,87,820,527
2023-04-11 19:11:02,Amb_Temperature,24.71,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.11,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.47,Battery_Level_%,-167.65,Pressure,70.5,P_Capacity_%,54.07,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,83,768,526
2023-04-11 19:11:02,Amb_Temperature,24.74,Accel_X,0.02,Accel_Y,-0.26,Accel_Z,10.12,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.46,Battery_Level_%,-169.32,Pressure,70.7,P_Capacity_%,54.21,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,79,662,517
2023-04-11 19:11:03,Amb_Temperature,24.75,Accel_X,0.01,Accel_Y,-0.26,Accel_Z,10.14,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.54,Battery_Level_%,-160.63,Pressure,71.2,P_Capacity_%,54.64,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,79,662,526
2023-04-11 19:11:04,Amb_Temperature,24.73,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.10,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.49,Battery_Level_%,-165.56,Pressure,68.3,P_Capacity_%,52.39,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,838,528
2023-04-11 19:11:05,Amb_Temperature,24.73,Accel_X,0.00,Accel_Y,-0.25,Accel_Z,10.10,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.46,Battery_Level_%,-169.31,Pressure,72.0,P_Capacity_%,55.20,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,78,786,526
2023-04-11 19:11:05,Amb_Temperature,24.77,Accel_X,0.03,Accel_Y,-0.25,Accel_Z,10.10,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.47,Battery_Level_%,-168.08,Pressure,71.1,P_Capacity_%,54.50,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,748,526
2023-04-11 19:11:06,Amb_Temperature,24.77,Accel_X,0.01,Accel_Y,-0.26,Accel_Z,10.11,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.46,Battery_Level_%,-169.47,Pressure,71.6,P_Capacity_%,54.92,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,78,768,526
2023-04-11 19:11:07,Amb_Temperature,24.72,Accel_X,0.02,Accel_Y,-0.24,Accel_Z,10.14,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.49,Battery_Level_%,-165.95,Pressure,70.5,P_Capacity_%,54.07,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,78,782,526
2023-04-11 19:11:08,Amb_Temperature,24.71,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.10,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.48,Battery_Level_%,-167.13,Pressure,70.1,P_Capacity_%,53.79,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,77,752,525
2023-04-11 19:11:08,Amb_Temperature,24.74,Accel_X,0.02,Accel_Y,-0.26,Accel_Z,10.14,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.47,Battery_Level_%,-168.18,Pressure,68.3,P_Capacity_%,52.39,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,768,526
2023-04-11 19:11:09,Amb_Temperature,24.72,Accel_X,0.00,Accel_Y,-0.24,Accel_Z,10.08,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.49,Battery_Level_%,-165.67,Pressure,67.4,P_Capacity_%,51.69,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,78,764,524
2023-04-11 19:11:10,Amb_Temperature,24.71,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.12,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.46,Battery_Level_%,-169.03,Pressure,67.2,P_Capacity_%,51.55,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,78,784,525
2023-04-11 19:11:11,Amb_Temperature,24.77,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.09,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.47,Battery_Level_%,-167.86,Pressure,65.4,P_Capacity_%,50.14,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,77,754,525
