Time,Sensor1a,Amb_Temp,Sensor1b,Accel_X,Sensor1c,Accel_Y,Sensor1d,Accel_Z,Sensor2a,Volume,Sensor2b,Volume_%,Sensor3a,Batttery_V,Sensor3b,Batttery_Level_%,Sensor4a,Pressure,Sensor4b,Pressure_%,Sensor5a,Body_Temp_C,Sensor5b,Body_Temp_F,Sensor6a,Heart_rate,BPM,IBI
2023-04-11 19:21:07,Amb_Temperature,24.75,Accel_X,0.01,Accel_Y,-0.24,Accel_Z,10.14,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.48,Battery_Level_%,-167.42,Pressure,68.5,P_Capacity_%,52.53,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,768,525
2023-04-11 19:21:08,Amb_Temperature,24.78,Accel_X,0.00,Accel_Y,-0.25,Accel_Z,10.09,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.48,Battery_Level_%,-167.55,Pressure,69.6,P_Capacity_%,53.37,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,764,526
2023-04-11 19:21:09,Amb_Temperature,24.75,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.12,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.49,Battery_Level_%,-165.73,Pressure,66.5,P_Capacity_%,50.98,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,764,526
2023-04-11 19:21:09,Amb_Temperature,24.79,Accel_X,0.01,Accel_Y,-0.26,Accel_Z,10.11,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.52,Battery_Level_%,-163.19,Pressure,74.2,P_Capacity_%,56.88,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,764,527
2023-04-11 19:21:10,Amb_Temperature,24.75,Accel_X,0.00,Accel_Y,-0.25,Accel_Z,10.13,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.56,Battery_Level_%,-158.38,Pressure,66.5,P_Capacity_%,50.98,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,0,600,529
2023-04-11 19:21:11,Amb_Temperature,24.78,Accel_X,0.01,Accel_Y,-0.26,Accel_Z,10.11,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.49,Battery_Level_%,-165.85,Pressure,55.7,P_Capacity_%,42.70,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,193,310,529
2023-04-11 19:21:12,Amb_Temperature,24.76,Accel_X,0.01,Accel_Y,-0.26,Accel_Z,10.16,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.45,Battery_Level_%,-170.78,Pressure,62.3,P_Capacity_%,47.75,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,186,274,529
2023-04-11 19:21:12,Amb_Temperature,24.73,Accel_X,0.02,Accel_Y,-0.25,Accel_Z,10.15,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.46,Battery_Level_%,-169.25,Pressure,63.6,P_Capacity_%,48.74,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,176,494,528
2023-04-11 19:21:13,Amb_Temperature,24.73,Accel_X,0.01,Accel_Y,-0.26,Accel_Z,10.14,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.46,Battery_Level_%,-169.71,Pressure,66.8,P_Capacity_%,51.27,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,155,766,528
2023-04-11 19:21:14,Amb_Temperature,24.77,Accel_X,0.02,Accel_Y,-0.25,Accel_Z,10.10,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.49,Battery_Level_%,-165.68,Pressure,67.4,P_Capacity_%,51.69,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,139,764,529
2023-04-11 19:21:15,Amb_Temperature,24.78,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.10,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.47,Battery_Level_%,-168.41,Pressure,65.0,P_Capacity_%,49.86,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,126,772,530
2023-04-11 19:21:16,Amb_Temperature,24.75,Accel_X,0.01,Accel_Y,-0.24,Accel_Z,10.12,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.46,Battery_Level_%,-169.69,Pressure,68.9,P_Capacity_%,52.81,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,111,460,530
2023-04-11 19:21:16,Amb_Temperature,24.76,Accel_X,0.00,Accel_Y,-0.25,Accel_Z,10.15,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.51,Battery_Level_%,-163.21,Pressure,68.7,P_Capacity_%,52.67,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,111,304,530
2023-04-11 19:21:17,Amb_Temperature,24.73,Accel_X,0.00,Accel_Y,-0.25,Accel_Z,10.13,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.47,Battery_Level_%,-168.49,Pressure,68.7,P_Capacity_%,52.67,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,103,768,530
2023-04-11 19:21:18,Amb_Temperature,24.76,Accel_X,0.01,Accel_Y,-0.26,Accel_Z,10.11,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.46,Battery_Level_%,-168.82,Pressure,71.8,P_Capacity_%,55.06,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,97,768,527
2023-04-11 19:21:19,Amb_Temperature,24.77,Accel_X,0.02,Accel_Y,-0.25,Accel_Z,10.11,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.51,Battery_Level_%,-164.18,Pressure,72.3,P_Capacity_%,55.48,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,90,768,526
2023-04-11 19:21:19,Amb_Temperature,24.76,Accel_X,0.02,Accel_Y,-0.25,Accel_Z,10.09,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.47,Battery_Level_%,-167.81,Pressure,70.9,P_Capacity_%,54.36,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,88,662,517
2023-04-11 19:21:20,Amb_Temperature,24.73,Accel_X,0.02,Accel_Y,-0.26,Accel_Z,10.14,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.49,Battery_Level_%,-165.48,Pressure,72.3,P_Capacity_%,55.48,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,88,662,525
2023-04-11 19:21:21,Amb_Temperature,24.75,Accel_X,0.00,Accel_Y,-0.25,Accel_Z,10.10,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.49,Battery_Level_%,-165.56,Pressure,64.5,P_Capacity_%,49.44,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,87,832,529
2023-04-11 19:21:22,Amb_Temperature,24.76,Accel_X,0.02,Accel_Y,-0.25,Accel_Z,10.14,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.48,Battery_Level_%,-166.70,Pressure,67.6,P_Capacity_%,51.83,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,87,832,520
2023-04-11 19:21:22,Amb_Temperature,24.79,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.14,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.48,Battery_Level_%,-167.53,Pressure,57.0,P_Capacity_%,43.68,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,87,832,508
2023-04-11 19:21:23,Amb_Temperature,24.80,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.15,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.45,Battery_Level_%,-170.09,Pressure,53.5,P_Capacity_%,41.01,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,0,600,542
2023-04-11 19:21:24,Amb_Temperature,24.78,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.13,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.52,Battery_Level_%,-162.56,Pressure,68.1,P_Capacity_%,52.25,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,0,522,523
2023-04-11 19:21:25,Amb_Temperature,24.86,Accel_X,0.02,Accel_Y,-0.25,Accel_Z,10.15,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.45,Battery_Level_%,-170.85,Pressure,67.4,P_Capacity_%,51.69,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,81,734,528
2023-04-11 19:21:25,Amb_Temperature,24.84,Accel_X,0.02,Accel_Y,-0.25,Accel_Z,10.15,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.41,Battery_Level_%,-174.77,Pressure,66.7,P_Capacity_%,51.12,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,81,668,519
2023-04-11 19:21:26,Amb_Temperature,24.77,Accel_X,0.01,Accel_Y,-0.24,Accel_Z,10.13,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.51,Battery_Level_%,-164.00,Pressure,67.8,P_Capacity_%,51.97,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,81,668,534
2023-04-11 19:21:27,Amb_Temperature,24.78,Accel_X,0.01,Accel_Y,-0.27,Accel_Z,10.13,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.27,Battery_Level_%,-190.35,Pressure,66.1,P_Capacity_%,50.70,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,80,830,512
2023-04-11 19:21:28,Amb_Temperature,24.78,Accel_X,0.00,Accel_Y,-0.24,Accel_Z,10.12,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.33,Battery_Level_%,-184.05,Pressure,61.9,P_Capacity_%,47.47,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,82,482,524
2023-04-11 19:21:28,Amb_Temperature,24.86,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.17,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.45,Battery_Level_%,-170.27,Pressure,66.1,P_Capacity_%,50.70,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,88,300,524
2023-04-11 19:21:29,Amb_Temperature,24.86,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.14,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.45,Battery_Level_%,-170.14,Pressure,69.0,P_Capacity_%,52.95,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,88,716,524
2023-04-11 19:21:30,Amb_Temperature,24.79,Accel_X,0.01,Accel_Y,-0.24,Accel_Z,10.13,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.47,Battery_Level_%,-168.29,Pressure,66.5,P_Capacity_%,50.98,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,87,770,526
2023-04-11 19:21:31,Amb_Temperature,24.78,Accel_X,0.01,Accel_Y,-0.26,Accel_Z,10.12,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.48,Battery_Level_%,-166.63,Pressure,64.7,P_Capacity_%,49.58,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,88,660,516
2023-04-11 19:21:31,Amb_Temperature,24.77,Accel_X,-0.00,Accel_Y,-0.26,Accel_Z,10.13,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.49,Battery_Level_%,-165.51,Pressure,66.1,P_Capacity_%,50.70,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,88,660,527
2023-04-11 19:21:32,Amb_Temperature,24.75,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.12,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.47,Battery_Level_%,-168.55,Pressure,74.0,P_Capacity_%,56.74,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,87,822,525
2023-04-11 19:21:33,Amb_Temperature,24.77,Accel_X,0.02,Accel_Y,-0.25,Accel_Z,10.13,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.49,Battery_Level_%,-165.75,Pressure,70.5,P_Capacity_%,54.07,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,86,768,525
2023-04-11 19:21:34,Amb_Temperature,24.75,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.12,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.47,Battery_Level_%,-168.15,Pressure,69.4,P_Capacity_%,53.23,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,88,672,517
2023-04-11 19:21:35,Amb_Temperature,24.75,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.10,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.52,Battery_Level_%,-163.18,Pressure,66.8,P_Capacity_%,51.27,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,88,672,524
2023-04-11 19:21:35,Amb_Temperature,24.77,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.14,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.51,Battery_Level_%,-164.08,Pressure,75.3,P_Capacity_%,57.73,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,84,828,526
2023-04-11 19:21:36,Amb_Temperature,24.76,Accel_X,0.02,Accel_Y,-0.25,Accel_Z,10.11,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.48,Battery_Level_%,-167.27,Pressure,72.3,P_Capacity_%,55.48,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,79,766,525
2023-04-11 19:21:37,Amb_Temperature,24.76,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.14,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.48,Battery_Level_%,-167.34,Pressure,69.8,P_Capacity_%,53.51,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,768,526
2023-04-11 19:21:38,Amb_Temperature,24.77,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.10,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.49,Battery_Level_%,-165.53,Pressure,68.3,P_Capacity_%,52.39,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,768,526
2023-04-11 19:21:38,Amb_Temperature,24.76,Accel_X,-0.00,Accel_Y,-0.25,Accel_Z,10.14,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.46,Battery_Level_%,-169.00,Pressure,67.6,P_Capacity_%,51.83,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,766,525
2023-04-11 19:21:39,Amb_Temperature,24.74,Accel_X,0.02,Accel_Y,-0.25,Accel_Z,10.09,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.48,Battery_Level_%,-167.13,Pressure,65.9,P_Capacity_%,50.56,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,77,768,525
2023-04-11 19:21:40,Amb_Temperature,24.79,Accel_X,0.02,Accel_Y,-0.24,Accel_Z,10.13,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.49,Battery_Level_%,-166.23,Pressure,66.7,P_Capacity_%,51.12,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,768,525
2023-04-11 19:21:41,Amb_Temperature,24.76,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.11,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.47,Battery_Level_%,-168.67,Pressure,64.5,P_Capacity_%,49.44,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,782,526
2023-04-11 19:21:41,Amb_Temperature,24.79,Accel_X,0.01,Accel_Y,-0.25,Accel_Z,10.15,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.47,Battery_Level_%,-167.81,Pressure,64.3,P_Capacity_%,49.30,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,752,525
2023-04-11 19:21:42,Amb_Temperature,24.76,Accel_X,0.00,Accel_Y,-0.25,Accel_Z,10.10,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.45,Battery_Level_%,-170.23,Pressure,66.1,P_Capacity_%,50.70,Body_temp_C,23.44,Body_temp_F,74.19,Heart_rate,77,778,525
2023-04-11 19:21:43,Amb_Temperature,24.76,Accel_X,0.02,Accel_Y,-0.25,Accel_Z,10.13,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.47,Battery_Level_%,-167.78,Pressure,63.9,P_Capacity_%,49.02,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,756,527
2023-04-11 19:21:44,Amb_Temperature,24.76,Accel_X,0.01,Accel_Y,-0.26,Accel_Z,10.11,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.48,Battery_Level_%,-166.59,Pressure,63.7,P_Capacity_%,48.88,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,766,524
2023-04-11 19:21:45,Amb_Temperature,24.79,Accel_X,0.02,Accel_Y,-0.26,Accel_Z,10.14,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.46,Battery_Level_%,-168.84,Pressure,64.7,P_Capacity_%,49.58,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,77,814,524
2023-04-11 19:21:45,Amb_Temperature,24.77,Accel_X,0.01,Accel_Y,-0.27,Accel_Z,10.11,Volume,0.00000,W_Capacity_%,0.00,Battery_Voltage,2.46,Battery_Level_%,-168.86,Pressure,63.2,P_Capacity_%,48.46,Body_temp_C,23.50,Body_temp_F,74.30,Heart_rate,78,732,526
